English
Date         Expected         Predicted         Error
2016-05-23     786               755           31.0
2016-05-24     745               779           34.0
2016-05-25     717               834           117.0
2016-05-26     787               861           74.0
2016-05-27     855               851           4.0
2016-05-28     800               830           30.0
2016-05-29     923               754           169.0
2016-05-30     758               724           34.0
2016-05-31     666               725           59.0
2016-06-01     667               775           108.0
2016-06-02     678               802           124.0
2016-06-03     794               840           46.0
2016-06-04     857               824           33.0
2016-06-05     936               726           210.0
2016-06-06     781               751           30.0
2016-06-07     793               745           48.0
2016-06-08     741               808           67.0
2016-06-09     738               829           91.0
2016-06-10     803               840           37.0
2016-06-11     803               863           60.0
2016-06-12     962               846           116.0
2016-06-13     918               765           153.0
2016-06-14     750               786           36.0
2016-06-15     818               849           31.0
2016-06-16     843               855           12.0
2016-06-17     812               849           37.0
2016-06-18     795               894           99.0
2016-06-19     943               776           167.0
2016-06-20     759               779           20.0
2016-06-21     726               847           121.0
2016-06-22     902               826           76.0
2016-06-23     780               911           131.0
2016-06-24     998               867           131.0
2016-06-25     886               847           39.0
2016-06-26     880               754           126.0
2016-06-27     751               857           106.0
2016-06-28     788               847           59.0
2016-06-29     852               873           21.0
2016-06-30     772               794           22.0
2016-07-01     752               836           84.0
2016-07-02     868               819           49.0
2016-07-03     851               782           69.0
2016-07-04     751               805           54.0
2016-07-05     813               856           43.0
2016-07-06     924               855           69.0
2016-07-07     881               825           56.0
2016-07-08     797               846           49.0
2016-07-09     882               898           16.0
2016-07-10     983               908           75.0
2016-07-11     926               895           31.0
2016-07-12     892               846           46.0
2016-07-13     833               813           20.0
2016-07-14     759               838           79.0
2016-07-15     760               910           150.0
2016-07-16     874               935           61.0
2016-07-17     974               923           51.0
2016-07-18     994               784           210.0
2016-07-19     766               766           0.0
2016-07-20     757               784           27.0
2016-07-21     740               875           135.0
2016-07-22     795               839           44.0
2016-07-23     751               908           157.0
2016-07-24     940               743           197.0
2016-07-25     744               757           13.0
2016-07-26     744               725           19.0
2016-07-27     727               759           32.0
2016-07-28     670               758           88.0
2016-07-29     738               822           84.0
2016-07-30     792               835           43.0
2016-07-31     934               764           170.0
2016-08-01     798               757           41.0
2016-08-02     787               754           33.0
2016-08-03     808               823           15.0
2016-08-04     813               824           11.0
2016-08-05     808               832           24.0
2016-08-06     783               835           52.0
2016-08-07     881               872           9.0
2016-08-08     942               837           105.0
2016-08-09     839               807           32.0
2016-08-10     807               836           29.0
2016-08-11     857               887           30.0
2016-08-12     912               864           48.0
2016-08-13     821               905           84.0
2016-08-14     923               869           54.0
2016-08-15     908               889           19.0
2016-08-16     912               872           40.0
2016-08-17     884               922           38.0
2016-08-18     936               896           40.0
2016-08-19     922               940           18.0
2016-08-20     943               933           10.0
2016-08-21     961               888           73.0
2016-08-22     849               980           131.0
2016-08-23     1061               923           138.0
2016-08-24     896               901           5.0
2016-08-25     839               908           69.0
2016-08-26     929               933           4.0
2016-08-27     883               1014           131.0
2016-08-28     1125               920           205.0
2016-08-29     850               860           10.0
2016-08-30     819               789           30.0
2016-08-31     758               936           178.0
2016-09-01     879               854           25.0
2016-09-02     786               933           147.0
2016-09-03     865               851           14.0
2016-09-04     923               833           90.0
2016-09-05     830               793           37.0
2016-09-06     805               806           1.0
2016-09-07     757               780           23.0
2016-09-08     719               782           63.0
2016-09-09     700               851           151.0
2016-09-10     836               856           20.0
2016-09-11     912               807           105.0
2016-09-12     828               784           44.0
2016-09-13     843               755           88.0
2016-09-14     767               760           7.0
2016-09-15     719               779           60.0
2016-09-16     703               808           105.0
2016-09-17     734               866           132.0
2016-09-18     927               928           1.0
2016-09-19     1052               763           289.0
2016-09-20     757               745           12.0
2016-09-21     784               837           53.0
2016-09-22     928               862           66.0
2016-09-23     806               890           84.0
2016-09-24     849               918           69.0
2016-09-25     926               822           104.0
2016-09-26     828               764           64.0
2016-09-27     706               813           107.0
2016-09-28     757               794           37.0
2016-09-29     747               814           67.0
2016-09-30     759               820           61.0
2016-10-01     802               828           26.0
2016-10-02     881               780           101.0
2016-10-03     833               775           58.0
2016-10-04     785               748           37.0
2016-10-05     735               755           20.0
2016-10-06     703               770           67.0
2016-10-07     709               843           134.0
2016-10-08     840               833           7.0
2016-10-09     865               825           40.0
2016-10-10     890               777           113.0
2016-10-11     837               733           104.0
2016-10-12     714               743           29.0
2016-10-13     709               793           84.0
2016-10-14     718               802           84.0
2016-10-15     729               848           119.0
2016-10-16     870               792           78.0
2016-10-17     806               728           78.0
2016-10-18     741               714           27.0
2016-10-19     731               761           30.0
2016-10-20     754               802           48.0
2016-10-21     813               812           1.0
2016-10-22     783               826           43.0
2016-10-23     880               775           105.0
2016-10-24     806               783           23.0
2016-10-25     794               722           72.0
2016-10-26     672               818           146.0
2016-10-27     805               809           4.0
2016-10-28     810               832           22.0
2016-10-29     793               792           1.0
2016-10-30     833               750           83.0
2016-10-31     724               711           13.0
2016-11-01     689               734           45.0
2016-11-02     670               773           103.0
2016-11-03     729               770           41.0
2016-11-04     760               761           1.0
2016-11-05     744               751           7.0
2016-11-06     813               690           123.0
2016-11-07     681               705           24.0
2016-11-08     698               759           61.0
2016-11-09     789               750           39.0
2016-11-10     701               791           90.0
2016-11-11     840               759           81.0
2016-11-12     761               772           11.0
2016-11-13     816               752           64.0
2016-11-14     794               766           28.0
2016-11-15     719               731           12.0
2016-11-16     724               781           57.0
2016-11-17     737               776           39.0
2016-11-18     766               781           15.0
2016-11-19     773               789           16.0
2016-11-20     818               728           90.0
2016-11-21     731               717           14.0
2016-11-22     691               753           62.0
2016-11-23     763               739           24.0
2016-11-24     681               764           83.0
2016-11-25     753               770           17.0
2016-11-26     783               796           13.0
2016-11-27     849               706           143.0
2016-11-28     705               774           69.0
2016-11-29     800               692           108.0
2016-11-30     666               802           136.0
2016-12-01     797               758           39.0
2016-12-02     746               805           59.0
2016-12-03     777               774           3.0
2016-12-04     857               773           84.0
2016-12-05     751               709           42.0
2016-12-06     705               820           115.0
2016-12-07     867               784           83.0
2016-12-08     764               816           52.0
2016-12-09     827               792           35.0
2016-12-10     799               820           21.0
2016-12-11     855               768           87.0
2016-12-12     781               802           21.0
2016-12-13     747               793           46.0
2016-12-14     813               765           48.0
2016-12-15     686               740           54.0
2016-12-16     675               779           104.0
2016-12-17     768               858           90.0
2016-12-18     931               772           159.0
2016-12-19     783               771           12.0
2016-12-20     786               697           89.0
2016-12-21     712               728           16.0
2016-12-22     676               885           209.0
2016-12-23     969               878           91.0
2016-12-24     857               802           55.0
2016-12-25     819               745           74.0
2016-12-26     780               787           7.0
2016-12-27     790               791           1.0
2016-12-28     791               899           108.0
2016-12-29     866               891           25.0
2016-12-30     953               1005           52.0
2016-12-31     1198               911           287.0
German
Date         Expected         Predicted         Error
2015-07-01     715               708           7.0
2015-07-02     706               687           19.0
2015-07-03     677               648           29.0
2015-07-04     622               720           98.0
2015-07-05     723               758           35.0
2015-07-06     795               742           53.0
2015-07-07     771               756           15.0
2015-07-08     783               723           60.0
2015-07-09     753               673           80.0
2015-07-10     702               716           14.0
2015-07-11     650               798           148.0
2015-07-12     771               801           30.0
2015-07-13     841               791           50.0
2015-07-14     800               744           56.0
2015-07-15     747               719           28.0
2015-07-16     740               721           19.0
2015-07-17     761               891           130.0
2015-07-18     896               854           42.0
2015-07-19     846               773           73.0
2015-07-20     775               727           48.0
2015-07-21     723               745           22.0
2015-07-22     737               746           9.0
2015-07-23     716               787           71.0
2015-07-24     679               712           33.0
2015-07-25     675               704           29.0
2015-07-26     706               727           21.0
2015-07-27     756               746           10.0
2015-07-28     750               731           19.0
2015-07-29     748               697           51.0
2015-07-30     715               679           36.0
2015-07-31     669               690           21.0
2015-08-01     656               719           63.0
2015-08-02     678               714           36.0
2015-08-03     705               741           36.0
2015-08-04     747               702           45.0
2015-08-05     715               694           21.0
2015-08-06     720               710           10.0
2015-08-07     735               681           54.0
2015-08-08     664               743           79.0
2015-08-09     741               730           11.0
2015-08-10     708               718           10.0
2015-08-11     733               736           3.0
2015-08-12     738               748           10.0
2015-08-13     753               686           67.0
2015-08-14     717               725           8.0
2015-08-15     677               770           93.0
2015-08-16     812               778           34.0
2015-08-17     797               770           27.0
2015-08-18     782               756           26.0
2015-08-19     745               732           13.0
2015-08-20     749               697           52.0
2015-08-21     705               726           21.0
2015-08-22     618               758           140.0
2015-08-23     747               773           26.0
2015-08-24     792               781           11.0
2015-08-25     824               753           71.0
2015-08-26     752               737           15.0
2015-08-27     767               696           71.0
2015-08-28     752               732           20.0
2015-08-29     654               793           139.0
2015-08-30     769               788           19.0
2015-08-31     773               758           15.0
2015-09-01     798               793           5.0
2015-09-02     799               796           3.0
2015-09-03     830               711           119.0
2015-09-04     765               788           23.0
2015-09-05     733               810           77.0
2015-09-06     822               826           4.0
2015-09-07     836               803           33.0
2015-09-08     804               807           3.0
2015-09-09     779               752           27.0
2015-09-10     770               781           11.0
2015-09-11     806               769           37.0
2015-09-12     700               830           130.0
2015-09-13     821               817           4.0
2015-09-14     848               783           65.0
2015-09-15     799               788           11.0
2015-09-16     788               806           18.0
2015-09-17     792               727           65.0
2015-09-18     772               816           44.0
2015-09-19     752               861           109.0
2015-09-20     864               806           58.0
2015-09-21     841               813           28.0
2015-09-22     826               827           1.0
2015-09-23     836               805           31.0
2015-09-24     826               789           37.0
2015-09-25     801               803           2.0
2015-09-26     718               805           87.0
2015-09-27     795               825           30.0
2015-09-28     836               813           23.0
2015-09-29     804               798           6.0
2015-09-30     786               770           16.0
2015-10-01     765               718           47.0
2015-10-02     741               829           88.0
2015-10-03     806               842           36.0
2015-10-04     837               814           23.0
2015-10-05     839               800           39.0
2015-10-06     812               801           11.0
2015-10-07     822               783           39.0
2015-10-08     802               821           19.0
2015-10-09     792               790           2.0
2015-10-10     748               844           96.0
2015-10-11     849               810           39.0
2015-10-12     827               830           3.0
2015-10-13     830               816           14.0
2015-10-14     828               812           16.0
2015-10-15     825               760           65.0
2015-10-16     769               805           36.0
2015-10-17     731               824           93.0
2015-10-18     832               833           1.0
2015-10-19     843               837           6.0
2015-10-20     846               835           11.0
2015-10-21     842               799           43.0
2015-10-22     834               776           58.0
2015-10-23     797               806           9.0
2015-10-24     738               846           108.0
2015-10-25     841               845           4.0
2015-10-26     853               824           29.0
2015-10-27     820               817           3.0
2015-10-28     809               796           13.0
2015-10-29     811               763           48.0
2015-10-30     786               820           34.0
2015-10-31     758               870           112.0
2015-11-01     880               832           48.0
2015-11-02     863               824           39.0
2015-11-03     834               851           17.0
2015-11-04     864               815           49.0
2015-11-05     839               792           47.0
2015-11-06     803               863           60.0
2015-11-07     795               910           115.0
2015-11-08     950               895           55.0
2015-11-09     947               938           9.0
2015-11-10     964               890           74.0
2015-11-11     921               849           72.0
2015-11-12     873               844           29.0
2015-11-13     843               923           80.0
2015-11-14     835               1011           176.0
2015-11-15     1055               984           71.0
2015-11-16     1009               938           71.0
2015-11-17     966               946           20.0
2015-11-18     990               931           59.0
2015-11-19     978               886           92.0
2015-11-20     884               1031           147.0
2015-11-21     918               1003           85.0
2015-11-22     1034               956           78.0
2015-11-23     977               942           35.0
2015-11-24     902               917           15.0
2015-11-25     888               850           38.0
2015-11-26     865               883           18.0
2015-11-27     837               913           76.0
2015-11-28     808               943           135.0
2015-11-29     967               884           83.0
2015-11-30     921               875           46.0
2015-12-01     872               871           1.0
2015-12-02     874               926           52.0
2015-12-03     983               973           10.0
2015-12-04     1063               1029           34.0
2015-12-05     995               1047           52.0
2015-12-06     1130               1114           16.0
2015-12-07     1260               918           342.0
2015-12-08     919               972           53.0
2015-12-09     871               961           90.0
2015-12-10     864               855           9.0
2015-12-11     808               950           142.0
2015-12-12     795               1029           234.0
2015-12-13     904               847           57.0
2015-12-14     987               869           118.0
2015-12-15     889               886           3.0
2015-12-16     890               849           41.0
2015-12-17     884               819           65.0
2015-12-18     818               886           68.0
2015-12-19     813               973           160.0
2015-12-20     945               854           91.0
2015-12-21     892               848           44.0
2015-12-22     820               819           1.0
2015-12-23     782               755           27.0
2015-12-24     744               862           118.0
2015-12-25     877               974           97.0
2015-12-26     952               919           33.0
2015-12-27     977               855           122.0
2015-12-28     899               873           26.0
2015-12-29     921               832           89.0
2015-12-30     868               882           14.0
2015-12-31     808               1000           192.0
2016-01-01     992               988           4.0
2016-01-02     1009               982           27.0
2016-01-03     1063               1038           25.0
2016-01-04     1087               944           143.0
2016-01-05     1000               965           35.0
2016-01-06     1035               1065           30.0
2016-01-07     1011               1013           2.0
2016-01-08     1002               1034           32.0
2016-01-09     991               1107           116.0
2016-01-10     1118               1112           6.0
2016-01-11     1217               1062           155.0
2016-01-12     1062               1025           37.0
2016-01-13     1021               1053           32.0
2016-01-14     1069               1069           0.0
2016-01-15     1103               1100           3.0
2016-01-16     1028               1181           153.0
2016-01-17     1135               1017           118.0
2016-01-18     1071               1049           22.0
2016-01-19     1067               1084           17.0
2016-01-20     1060               1040           20.0
2016-01-21     996               1015           19.0
2016-01-22     1027               1036           9.0
2016-01-23     943               1049           106.0
2016-01-24     1069               1049           20.0
2016-01-25     1050               1018           32.0
2016-01-26     1006               984           22.0
2016-01-27     995               1009           14.0
2016-01-28     988               928           60.0
2016-01-29     942               1046           104.0
2016-01-30     977               1092           115.0
2016-01-31     1136               1042           94.0
2016-02-01     1093               998           95.0
2016-02-02     995               991           4.0
2016-02-03     980               942           38.0
2016-02-04     948               942           6.0
2016-02-05     888               1003           115.0
2016-02-06     868               1016           148.0
2016-02-07     1017               1027           10.0
2016-02-08     1107               974           133.0
2016-02-09     984               949           35.0
2016-02-10     950               922           28.0
2016-02-11     950               903           47.0
2016-02-12     909               996           87.0
2016-02-13     909               1058           149.0
2016-02-14     1013               946           67.0
2016-02-15     997               959           38.0
2016-02-16     975               952           23.0
2016-02-17     948               891           57.0
2016-02-18     889               885           4.0
2016-02-19     852               959           107.0
2016-02-20     885               968           83.0
2016-02-21     975               959           16.0
2016-02-22     973               904           69.0
2016-02-23     896               972           76.0
2016-02-24     1033               904           129.0
2016-02-25     942               925           17.0
2016-02-26     911               905           6.0
2016-02-27     818               1033           215.0
2016-02-28     1072               1041           31.0
2016-02-29     1158               1011           147.0
2016-03-01     951               937           14.0
2016-03-02     953               947           6.0
2016-03-03     971               857           114.0
2016-03-04     889               1001           112.0
2016-03-05     837               1086           249.0
2016-03-06     1041               900           141.0
2016-03-07     985               955           30.0
2016-03-08     948               943           5.0
2016-03-09     917               855           62.0
2016-03-10     868               876           8.0
2016-03-11     892               960           68.0
2016-03-12     835               968           133.0
2016-03-13     997               971           26.0
2016-03-14     1014               919           95.0
2016-03-15     937               914           23.0
2016-03-16     941               885           56.0
2016-03-17     863               909           46.0
2016-03-18     949               917           32.0
2016-03-19     803               944           141.0
2016-03-20     908               895           13.0
2016-03-21     915               893           22.0
2016-03-22     876               873           3.0
2016-03-23     899               952           53.0
2016-03-24     926               984           58.0
2016-03-25     1138               892           246.0
2016-03-26     838               963           125.0
2016-03-27     965               958           7.0
2016-03-28     1010               1010           0.0
2016-03-29     1059               952           107.0
2016-03-30     931               1000           69.0
2016-03-31     847               821           26.0
2016-04-01     924               892           32.0
2016-04-02     791               932           141.0
2016-04-03     870               993           123.0
2016-04-04     961               897           64.0
2016-04-05     957               872           85.0
2016-04-06     908               935           27.0
2016-04-07     906               875           31.0
2016-04-08     964               863           101.0
2016-04-09     809               986           177.0
2016-04-10     952               923           29.0
2016-04-11     920               917           3.0
2016-04-12     945               919           26.0
2016-04-13     917               905           12.0
2016-04-14     856               826           30.0
2016-04-15     881               902           21.0
2016-04-16     811               943           132.0
2016-04-17     971               929           42.0
2016-04-18     924               893           31.0
2016-04-19     897               843           54.0
2016-04-20     849               888           39.0
2016-04-21     877               840           37.0
2016-04-22     870               919           49.0
2016-04-23     826               956           130.0
2016-04-24     1000               926           74.0
2016-04-25     968               915           53.0
2016-04-26     963               911           52.0
2016-04-27     903               871           32.0
2016-04-28     864               837           27.0
2016-04-29     836               894           58.0
2016-04-30     762               914           152.0
2016-05-01     908               871           37.0
2016-05-02     845               870           25.0
2016-05-03     885               831           54.0
2016-05-04     828               780           48.0
2016-05-05     760               743           17.0
2016-05-06     741               806           65.0
2016-05-07     692               791           99.0
2016-05-08     794               883           89.0
2016-05-09     884               837           47.0
2016-05-10     884               791           93.0
2016-05-11     831               816           15.0
2016-05-12     851               790           61.0
2016-05-13     841               882           41.0
2016-05-14     868               968           100.0
2016-05-15     976               969           7.0
2016-05-16     1026               869           157.0
2016-05-17     905               866           39.0
2016-05-18     842               843           1.0
2016-05-19     830               838           8.0
2016-05-20     797               854           57.0
2016-05-21     740               894           154.0
2016-05-22     823               878           55.0
2016-05-23     940               852           88.0
2016-05-24     895               841           54.0
2016-05-25     845               807           38.0
2016-05-26     816               783           33.0
2016-05-27     811               841           30.0
2016-05-28     799               943           144.0
2016-05-29     903               894           9.0
2016-05-30     932               843           89.0
2016-05-31     866               868           2.0
2016-06-01     896               851           45.0
2016-06-02     866               842           24.0
2016-06-03     853               911           58.0
2016-06-04     862               923           61.0
2016-06-05     916               918           2.0
2016-06-06     976               900           76.0
2016-06-07     891               874           17.0
2016-06-08     880               879           1.0
2016-06-09     886               893           7.0
2016-06-10     897               927           30.0
2016-06-11     905               1103           198.0
2016-06-12     1159               993           166.0
2016-06-13     1099               998           101.0
2016-06-14     1048               944           104.0
2016-06-15     944               973           29.0
2016-06-16     987               937           50.0
2016-06-17     922               1012           90.0
2016-06-18     828               970           142.0
2016-06-19     940               976           36.0
2016-06-20     986               933           53.0
2016-06-21     978               976           2.0
2016-06-22     951               871           80.0
2016-06-23     872               856           16.0
2016-06-24     887               921           34.0
2016-06-25     852               1041           189.0
2016-06-26     1058               1112           54.0
2016-06-27     1211               986           225.0
2016-06-28     1028               869           159.0
2016-06-29     867               915           48.0
2016-06-30     893               859           34.0
2016-07-01     854               1007           153.0
2016-07-02     883               1077           194.0
2016-07-03     978               837           141.0
2016-07-04     848               830           18.0
2016-07-05     866               918           52.0
2016-07-06     917               874           43.0
2016-07-07     901               837           64.0
2016-07-08     786               848           62.0
2016-07-09     740               861           121.0
2016-07-10     925               937           12.0
2016-07-11     978               944           34.0
2016-07-12     945               948           3.0
2016-07-13     982               817           165.0
2016-07-14     874               814           60.0
2016-07-15     834               870           36.0
2016-07-16     741               876           135.0
2016-07-17     805               835           30.0
2016-07-18     802               838           36.0
2016-07-19     767               777           10.0
2016-07-20     780               793           13.0
2016-07-21     798               743           55.0
2016-07-22     778               791           13.0
2016-07-23     750               798           48.0
2016-07-24     798               789           9.0
2016-07-25     816               774           42.0
2016-07-26     761               812           51.0
2016-07-27     806               783           23.0
2016-07-28     797               740           57.0
2016-07-29     738               729           9.0
2016-07-30     660               797           137.0
2016-07-31     781               745           36.0
2016-08-01     767               828           61.0
2016-08-02     825               777           48.0
2016-08-03     777               753           24.0
2016-08-04     786               724           62.0
2016-08-05     771               763           8.0
2016-08-06     692               744           52.0
2016-08-07     728               817           89.0
2016-08-08     796               778           18.0
2016-08-09     808               808           0.0
2016-08-10     817               801           16.0
2016-08-11     825               777           48.0
2016-08-12     845               781           64.0
2016-08-13     776               853           77.0
2016-08-14     843               821           22.0
2016-08-15     822               818           4.0
2016-08-16     811               824           13.0
2016-08-17     813               832           19.0
2016-08-18     821               770           51.0
2016-08-19     789               813           24.0
2016-08-20     764               851           87.0
2016-08-21     876               822           54.0
2016-08-22     838               800           38.0
2016-08-23     786               802           16.0
2016-08-24     781               770           11.0
2016-08-25     772               738           34.0
2016-08-26     721               757           36.0
2016-08-27     646               777           131.0
2016-08-28     769               797           28.0
2016-08-29     839               783           56.0
2016-08-30     795               765           30.0
2016-08-31     762               743           19.0
2016-09-01     772               706           66.0
2016-09-02     750               766           16.0
2016-09-03     696               871           175.0
2016-09-04     863               818           45.0
2016-09-05     866               792           74.0
2016-09-06     820               801           19.0
2016-09-07     800               758           42.0
2016-09-08     765               758           7.0
2016-09-09     790               823           33.0
2016-09-10     727               841           114.0
2016-09-11     835               824           11.0
2016-09-12     858               804           54.0
2016-09-13     818               787           31.0
2016-09-14     801               801           0.0
2016-09-15     792               764           28.0
2016-09-16     796               841           45.0
2016-09-17     793               871           78.0
2016-09-18     876               830           46.0
2016-09-19     860               817           43.0
2016-09-20     829               813           16.0
2016-09-21     817               802           15.0
2016-09-22     796               787           9.0
2016-09-23     773               776           3.0
2016-09-24     686               796           110.0
2016-09-25     772               845           73.0
2016-09-26     879               822           57.0
2016-09-27     843               809           34.0
2016-09-28     820               809           11.0
2016-09-29     834               744           90.0
2016-09-30     795               865           70.0
2016-10-01     858               981           123.0
2016-10-02     996               1024           28.0
2016-10-03     1151               961           190.0
2016-10-04     1043               924           119.0
2016-10-05     940               824           116.0
2016-10-06     817               858           41.0
2016-10-07     797               888           91.0
2016-10-08     760               994           234.0
2016-10-09     873               890           17.0
2016-10-10     893               849           44.0
2016-10-11     864               793           71.0
2016-10-12     828               848           20.0
2016-10-13     875               871           4.0
2016-10-14     933               837           96.0
2016-10-15     765               915           150.0
2016-10-16     910               888           22.0
2016-10-17     922               851           71.0
2016-10-18     875               899           24.0
2016-10-19     876               899           23.0
2016-10-20     868               794           74.0
2016-10-21     867               872           5.0
2016-10-22     780               900           120.0
2016-10-23     887               862           25.0
2016-10-24     884               871           13.0
2016-10-25     870               851           19.0
2016-10-26     840               864           24.0
2016-10-27     864               798           66.0
2016-10-28     833               837           4.0
2016-10-29     757               884           127.0
2016-10-30     885               871           14.0
2016-10-31     891               904           13.0
2016-11-01     952               903           49.0
2016-11-02     912               835           77.0
2016-11-03     846               803           43.0
2016-11-04     832               882           50.0
2016-11-05     815               963           148.0
2016-11-06     1000               972           28.0
2016-11-07     974               917           57.0
2016-11-08     943               1099           156.0
2016-11-09     1253               922           331.0
2016-11-10     977               959           18.0
2016-11-11     993               991           2.0
2016-11-12     885               986           101.0
2016-11-13     1004               994           10.0
2016-11-14     1015               1105           90.0
2016-11-15     925               879           46.0
2016-11-16     949               942           7.0
2016-11-17     911               849           62.0
2016-11-18     863               956           93.0
2016-11-19     873               969           96.0
2016-11-20     958               888           70.0
2016-11-21     915               923           8.0
2016-11-22     898               859           39.0
2016-11-23     845               868           23.0
2016-11-24     883               844           39.0
2016-11-25     815               901           86.0
2016-11-26     837               947           110.0
2016-11-27     991               943           48.0
2016-11-28     991               890           101.0
2016-11-29     928               877           51.0
2016-11-30     844               820           24.0
2016-12-01     834               850           16.0
2016-12-02     826               897           71.0
2016-12-03     784               933           149.0
2016-12-04     919               875           44.0
2016-12-05     897               831           66.0
2016-12-06     860               851           9.0
2016-12-07     854               893           39.0
2016-12-08     930               853           77.0
2016-12-09     894               858           36.0
2016-12-10     759               901           142.0
2016-12-11     909               877           32.0
2016-12-12     911               858           53.0
2016-12-13     858               942           84.0
2016-12-14     911               846           65.0
2016-12-15     849               759           90.0
2016-12-16     794               853           59.0
2016-12-17     746               878           132.0
2016-12-18     869               969           100.0
2016-12-19     1063               887           176.0
2016-12-20     869               851           18.0
2016-12-21     865               812           53.0
2016-12-22     829               807           22.0
2016-12-23     840               880           40.0
2016-12-24     811               1240           429.0
2016-12-25     1282               1011           271.0
2016-12-26     1207               1019           188.0
2016-12-27     1086               982           104.0
2016-12-28     1033               963           70.0
2016-12-29     995               932           63.0
2016-12-30     950               1158           208.0
2016-12-31     894               1131           237.0
Media
Date         Expected         Predicted         Error
2015-07-01     84               87           3.0
2015-07-02     88               84           4.0
2015-07-03     83               76           7.0
2015-07-04     71               79           8.0
2015-07-05     79               87           8.0
2015-07-06     90               91           1.0
2015-07-07     95               94           1.0
2015-07-08     100               89           11.0
2015-07-09     87               89           2.0
2015-07-10     88               77           11.0
2015-07-11     66               73           7.0
2015-07-12     68               80           12.0
2015-07-13     80               86           6.0
2015-07-14     90               89           1.0
2015-07-15     96               89           7.0
2015-07-16     92               96           4.0
2015-07-17     100               93           7.0
2015-07-18     90               87           3.0
2015-07-19     83               86           3.0
2015-07-20     83               98           15.0
2015-07-21     103               104           1.0
2015-07-22     111               97           14.0
2015-07-23     97               94           3.0
2015-07-24     92               90           2.0
2015-07-25     84               86           2.0
2015-07-26     80               96           16.0
2015-07-27     101               95           6.0
2015-07-28     96               97           1.0
2015-07-29     102               97           5.0
2015-07-30     97               139           42.0
2015-07-31     163               108           55.0
2015-08-01     95               145           50.0
2015-08-02     172               115           57.0
2015-08-03     95               113           18.0
2015-08-04     111               117           6.0
2015-08-05     114               128           14.0
2015-08-06     131               124           7.0
2015-08-07     129               145           16.0
2015-08-08     159               125           34.0
2015-08-09     117               132           15.0
2015-08-10     136               143           7.0
2015-08-11     145               122           23.0
2015-08-12     110               124           14.0
2015-08-13     126               126           0.0
2015-08-14     121               153           32.0
2015-08-15     170               142           28.0
2015-08-16     142               127           15.0
2015-08-17     123               130           7.0
2015-08-18     126               133           7.0
2015-08-19     128               123           5.0
2015-08-20     119               110           9.0
2015-08-21     102               90           12.0
2015-08-22     75               86           11.0
2015-08-23     76               93           17.0
2015-08-24     93               91           2.0
2015-08-25     91               85           6.0
2015-08-26     85               89           4.0
2015-08-27     90               88           2.0
2015-08-28     85               81           4.0
2015-08-29     77               85           8.0
2015-08-30     86               86           0.0
2015-08-31     86               88           2.0
2015-09-01     91               102           11.0
2015-09-02     112               102           10.0
2015-09-03     104               98           6.0
2015-09-04     98               103           5.0
2015-09-05     104               100           4.0
2015-09-06     96               105           9.0
2015-09-07     108               106           2.0
2015-09-08     107               103           4.0
2015-09-09     102               103           1.0
2015-09-10     103               97           6.0
2015-09-11     92               87           5.0
2015-09-12     80               84           4.0
2015-09-13     79               89           10.0
2015-09-14     89               91           2.0
2015-09-15     94               96           2.0
2015-09-16     102               96           6.0
2015-09-17     99               99           0.0
2015-09-18     101               94           7.0
2015-09-19     91               88           3.0
2015-09-20     83               95           12.0
2015-09-21     96               94           2.0
2015-09-22     93               92           1.0
2015-09-23     93               98           5.0
2015-09-24     102               96           6.0
2015-09-25     95               88           7.0
2015-09-26     84               86           2.0
2015-09-27     82               101           19.0
2015-09-28     107               100           7.0
